text,sentiment,sentiment_category
no no no I mean the storyline no,-0.3125,negative
well its kinda weird because we go from that to that,-0.5,negative
I dont I dont remember it skipping like that but its been a long time,-0.05,negative
she goes to the ball Bippityboppityboo,0.0,neutral
ohlord I can hear the music,0.0,neutral
she meets the handsome prince,0.5,positive
he comes around to find out whose slipper glass slipper,0.0,neutral
he comes around to find out whose it is,0.0,neutral
and the evil mother hides her,-1.0,negative
yeah I guess so,0.0,neutral
okay,0.5,positive
Cinderella is the daughter,0.0,neutral
Im not sure from the story if she was the adopted daughter or what she was,0.5,positive
but Cinderella was the daughter that the rest of the family didnt particularly care for,0.16666666666666666,positive
there was she had a mother and ofcourse stepsisters who didnt like her,0.0,neutral
they were basically jealous of her,0.0,neutral
and when it came time to go to the ball they were not gonna let her go,0.0,neutral
they wouldnt give her any nice clothes etcetera because she wasnt worthy of going to the ball with them,0.4666666666666667,positive
along came her fairy d,0.0,neutral
so they go to the ball,0.0,neutral
and shes stuck at home by herself,0.0,neutral
along comes her fairy godmother who does her magic with her wand and gets her a beautiful gown turns a pumpkin into her carriage turns the mice into horses to pull the carriage,0.675,positive
and they go off to the ball,0.0,neutral
she was obviously the most beautiful thing at the ball,0.85,positive
the handsome prince fell for her,0.5,positive
but she hadta leave by the stroke of midnight or all her magic went away,0.5,positive
so she goes rushing down the stairs to leave at the stroke of midnight,0.0,neutral
and one of the glass slippers falls,0.0,neutral
and it gets left behind,-0.2,negative
she comes home,0.0,neutral
everything turns back to normal,0.075,positive
nobody knows any better,0.5,positive
but then the prince starts scouring the land with the glass slipper because he knows if he finds the girl who fits the magic glass slipper he can find his princess,0.45,positive
gets to their house,0.0,neutral
the two stepsisters cant fit into the shoes,0.4,positive
the mother insists there is nobody else,0.0,neutral
but loandbehold somehow Cinderella comes out and is found and fits the glass slipper beautifully,0.625,positive
and there she has her handsome prince,0.5,positive
and they live happily ever after,0.4681818181818182,positive
I would make it I would take two slices of bread,0.0,neutral
smear peanut butter on one,0.0,neutral
smear probably spread the jelly on the same one,0.0,neutral
and then put the other piece onto it,0.0,neutral
I think I speak English adequately,0.16666666666666666,positive
a few words here and there and a few words maybe phrases actually of French,0.0,neutral
but thats all,0.0,neutral
okay,0.5,positive
when I was a little girl I may have been eight or nine,-0.1875,negative
I dont know,0.0,neutral
and I was in a play,0.0,neutral
and the play was AliceInWonderland,0.0,neutral
and my father came from work to watch me,0.0,neutral
and somewhere there was a line about giving a dog a biscuit,0.0,neutral
and I said this line,0.0,neutral
I gave the dog a biscuit a bone a biscuit a bone,0.0,neutral
and I saw him laughing at me from the audience,0.0,neutral
and I will never forget,0.0,neutral
,0.0,neutral
yeah,0.0,neutral
theres a young boy who is kicking whats probably a soccer ball,0.1,positive
it could be something else too,0.0,neutral
and he kicks it and right into a window,0.2857142857142857,positive
breaks the window,0.0,neutral
goes right through the window practically on top of the lap of this guy whos sitting there,0.39285714285714285,positive
and he gets up and has the ball in his hand and is standing by the window and looking out,0.0,neutral
okay,0.5,positive
the child is going outside,0.0,neutral
and the mother is standing the mother is standing there with an umbrella,0.0,neutral
and I dont know whether shes taking it away from him or giving it to him,0.0,neutral
in the second one it looks like hes reaching out for it although maybe he just gave it back to her,0.0,neutral
and hes outside now without the umbrella,0.0,neutral
and its raining on him,0.0,neutral
and hes not very happy about it,0.8,positive
he goes back to his mother,0.0,neutral
shes not happy,0.8,positive
and hes not happy,0.8,positive
and then he takes the umbrella,0.0,neutral
puts it over his head,0.0,neutral
and he looks alittle happier because he took it and is not getting rained on,0.0,neutral
okay,0.5,positive
,0.0,neutral
so here we have a cat seems to be stuck in a tree,0.0,neutral
and a little girl is right below worrying about him,0.04910714285714285,positive
wanting to get him down,0.0,neutral
she has a bicycle,0.0,neutral
and its probably the daddy sitting up in the tree,0.0,neutral
whether he used the ladder to try to climb up there or climbs up without it I dont know but he seems stuck up there,0.0,neutral
the dog is on the ground barking at the barking,0.0,neutral
what hes barking at Im not sure if hes barking at the man,0.5,positive
the firemen are coming with their ladder,0.0,neutral
the truck is sitting on the street in the back,0.0,neutral
theres a bird singing away in the tree,0.0,neutral
the daddy looks alittle abashed,0.0,neutral
yes,0.0,neutral
oh sure,0.5,positive
okay,0.5,positive
am I using the book with the pictures,0.0,neutral
you might want to cover that up,0.0,neutral
okay,0.5,positive
now there is a picture of a handsome prince with his wonderful xxx standing by a fountain I think,0.75,positive
and Cinderella is standing next to him,0.0,neutral
and he seemed very nice to her,0.6,positive
and she xxx,0.0,neutral
but loandbehold outof the window the mean stepmother and her two mean sisters were watching,-0.3125,negative
thats what happened,0.0,neutral
and they dont look happy about whats going on down there,0.8,positive
then xxx,0.0,neutral
the prince is talking to his father,0.0,neutral
and they arrange to have a ball,0.0,neutral
and the invitation somehow get around,0.0,neutral
and the stepmother and the girls hear about it,0.0,neutral
and lets see,0.0,neutral
I guess she asks to go with them,0.0,neutral
Im trying to remember if that was pictured or not,0.0,neutral
and ofcourse they say no,0.0,neutral
and the fairy godmother comes,0.0,neutral
and she trains the mice into white horses,0.0,neutral
and she turns the pumpkin into the wonderful couch,1.0,positive
coachq is the word,0.0,neutral
I guess she doesnt come home,0.0,neutral
and Cinderellas stepmother locks her out locks her in with the key,0.0,neutral
and the mice find the key and bring it all the way downstairs or all the way upstairs and let her in or let her out,0.0,neutral
and the prince comes around,0.0,neutral
and the shoe fits her,0.4,positive
and they all lived happily ever after,0.8,positive
well heres a neighborhood guy playing soccer,0.0,neutral
kicking the soccer ball,0.0,neutral
and oops he kicked it too hard,-0.2916666666666667,negative
and it went right through his neighbors window into the neighbors lap while he was relaxing,0.2857142857142857,positive
and so then the neighbor looked out the window with the ball,0.0,neutral
and thats the end of these pictures but I imagine that he found the guy and asked him to repay or correct the mistake,0.0,neutral
oh,0.0,neutral
okay,0.5,positive
I guess mom offered a young child an umbrella to go out,0.1,positive
and the boy ofcourse said,0.0,neutral
no I just dont need this umbrella,0.0,neutral
and he goes out,0.0,neutral
and he starts walking,0.0,neutral
and he may be walking to school because he has a backpack,0.0,neutral
and its starting to rain,0.0,neutral
and its starting to rain really hard,-0.14583333333333334,negative
and hes getting really wet,-0.1,negative
and hes really unhappy,-0.6,negative
so then he goes home to mom,0.0,neutral
and he walks in really sopping wet,0.05,positive
and mom doesnt look too happy either because he is really sopping wet,0.3,positive
and finally he takes the umbrella and goes to school,0.0,neutral
okay,0.5,positive
the dog chased the cat up the tree as often happens,0.0,neutral
and the girl is very upset,0.0,neutral
and she wants to get the cat down,0.0,neutral
so she tries to get her dad to the climb the tree to get the cat,0.0,neutral
and hes not too successful,0.75,positive
okay,0.5,positive
oh okay,0.5,positive
alright,0.0,neutral
boys out playing soccer,0.0,neutral
and hes having a good time,0.7,positive
and hes kicking the ball,0.0,neutral
and ugh oops by accident the ball goes through the window of his house,0.0,neutral
where does it land,0.0,neutral
it lands right next to his father who is totally surprised because he hears the crash of the of the window first,0.15892857142857142,positive
and the ball lands practically in his lap,0.0,neutral
and dad picks up the ball,0.0,neutral
and he looks out the window saying,0.0,neutral
what is going on,0.0,neutral
he sees his son,0.0,neutral
and so dad is at the end here hes contemplating,0.0,neutral
well it was an accident,0.0,neutral
but he is gonna hafta fix fix fix or pay for the window,0.0,neutral
so well hafta tall,0.0,neutral
the end,0.0,neutral
okay,0.5,positive
been there done that,0.0,neutral
the young man here is going off to school,0.1,positive
and his mom says,0.0,neutral
but but but Sammy its going to its gonna rain today,0.0,neutral
theres a ninety five percent chance,0.0,neutral
Mom its fine,0.4166666666666667,positive
I dont need an umbrella,0.0,neutral
nobody carries an umbrella anyway,0.0,neutral
and so off he goes sure that everythings going to be fine,0.45833333333333337,positive
and hes walking,0.0,neutral
and uhoh its starting to rain,0.0,neutral
oh maybe mom was right,0.2857142857142857,positive
oh Ill be okay,0.0,neutral
ohno its really raining hard,-0.04583333333333334,negative
Ive gotta turn back and get that umbrella,0.0,neutral
he goes back,0.0,neutral
and he goes home,0.0,neutral
and he walks in,0.0,neutral
and mom looks at him,0.0,neutral
and hes drenched,0.0,neutral
and he hasta get changed,0.0,neutral
but then he goes out with his umbrella having listened to mom,0.0,neutral
well maybe she was right after all,0.2857142857142857,positive
oh okay,0.5,positive
alright,0.0,neutral
little little Suzanne here,-0.1875,negative
kitty is stuck in the tree,0.0,neutral
and her dad is says,0.0,neutral
no problem honey,0.0,neutral
I Ill get the cat down outof the tree,-0.5,negative
and the dogs barking,0.0,neutral
so the cats not gonna get down outof there,0.0,neutral
theres a dog at the bottom of the tree,0.0,neutral
hes barking,0.0,neutral
and so the cats not gonna come down on his own,0.0,neutral
so dad climbs up the tree,0.0,neutral
and loandbehold the ladder falls down,0.0,neutral
now we have both the kittycat and dad stuck in the tree,0.0,neutral
and the little girl shes kinda worried about the cat there,-0.1875,negative
and dads like,0.0,neutral
well Im stuck in the tree,0.0,neutral
so a neighbor has actually seen all this transpire and has called up the fire department to come and get dad and the cat down from the tree,0.0,neutral
the end,0.0,neutral
she had a she had a wicked stepmother and two not very nice stepsisters,0.6,positive
and they were very mean to her,-0.3125,negative
and they made her do all the housework,0.0,neutral
and they made her do all the cleaning,0.0,neutral
and they made her do everything,0.0,neutral
and she just kindof had a sad isolated life where I think her mother died when she was very young or something,-0.2,negative
and then one day I think a fairy godmother granted her three wishes,0.0,neutral
and I think she wanted to go to a ball where the prince was going to be and everything anything like that,0.0,neutral
so the fairy godmother set her up with all the with a turned a pumpkin into a coach,0.0,neutral
and a beautiful dress and beautiful shoes,0.85,positive
but she hadta be back by midnight or everything was going to turn back into what it was originally,0.125,positive
so she did all the work and got everything ready,0.2,positive
and the sisters went off,0.0,neutral
and so she went off on her in her coach and went,0.0,neutral
and the she actually met the prince,0.0,neutral
and he fell in love with her,0.5,positive
and they danced the night away,0.0,neutral
but then the stroke of midnight she hadta run,0.0,neutral
she left,0.0,neutral
and hes like,0.0,neutral
wait,0.0,neutral
and one of her glass slippers,0.0,neutral
she had glass slippers,0.0,neutral
one of her glass slippers got got left,0.0,neutral
and so she her clothes turned to rags again,0.0,neutral
she got home and,0.0,neutral
but the prince was so taken with her that he went all throughout the kingdom to find the person whose foot fit into that glass slipper,0.4,positive
and when he came to the house the step the stepsisters tried to put their big feet into that slipper,0.0,neutral
and it didnt work,0.0,neutral
and then Cinderellas foot fit in there perfectly,0.7,positive
and the prince like,0.0,neutral
oh then youre my true love,0.425,positive
and she lived happily ever after,0.8,positive
yes,0.0,neutral
I should tell you that,0.0,neutral
okay,0.5,positive
I would take two pieces of bread,0.0,neutral
I would take peanut butter,0.0,neutral
and I would take a knife,0.0,neutral
and I would spread the peanut butter on the bread,0.0,neutral
and then,0.0,neutral
peanut butter and jelly sandwich you said,0.0,neutral
mhm,0.0,neutral
and then I would take a then I would take a knife and put some jelly on the sandwich,0.0,neutral
xxx so many peanut allergies in house that I take a spoon and put that on and then do that,0.5,positive
and then I would put the top,0.5,positive
and I would cut it,0.0,neutral
and I would serve it,0.0,neutral
okay,0.5,positive
a young boy is kicking a soccer ball,0.1,positive
and he accidentally kicks it through a window,0.0,neutral
the man sitting in the room hears and sees the soccer ball come through the window,0.0,neutral
and he retrieves the soccer ball and looks out to see who may have kicked it,0.0,neutral
oh thankyou,0.0,neutral
okay,0.5,positive
should I start,0.0,neutral
a boys mother offered her son an umbrella,0.0,neutral
the boy refused to take the umbrella,0.0,neutral
when the boy went outside however it started to rain,0.0,neutral
and it rained hard,-0.2916666666666667,negative
and the boy came home sopping wet,-0.1,negative
he regretted not taking the umbrella,0.0,neutral
the next time he went out he walked with the umbrella outside,0.0,neutral
thats okay,0.5,positive
I guess you dont usually have a class when youre doing this,-0.25,negative
you need a soundproof room,0.0,neutral
yeah,0.0,neutral
okay,0.5,positive
yeah,0.0,neutral
okay,0.5,positive
a girls father climbed a tree inorderto retrieve a cat that got stuck up on the tree,0.0,neutral
in the meantime the fire department was called,0.0,neutral
and they came to rescue the cat and possibly the father,0.0,neutral
the girl was waiting there ready to catch the cat if it should jump down,0.2,positive
and the dog was barking at the man at the top at the on a branch in the tree,0.5,positive
oh outof batteries,0.0,neutral
no recharger or something,0.0,neutral
ah,0.0,neutral
nope,0.0,neutral
I do great speaking English,0.4,positive
thats my native language,0.0,neutral
I speak a little bit of Spanish,-0.09375,negative
Ive never had a stroke,0.0,neutral
serious illness,-0.3333333333333333,negative
I dont consider it a serious illness,-0.3333333333333333,negative
ongoing I guess chronic pain,0.0,neutral
yes,0.0,neutral
I have had yes,0.0,neutral
a serious illness,-0.3333333333333333,negative
my mother has had Eosinophilic Fascitis,0.0,neutral
years ago at age forty eight,0.0,neutral
and has slowly gotten better from that,0.09999999999999998,positive
yeah she has done physical therapy to help improve her condition,0.0,neutral
she does massage twice a week,0.0,neutral
and she does a little bit of exercise but no medication,-0.1875,negative
oh okay,0.5,positive
okay so I just tell you what happened in picture one,0.5,positive
okay,0.5,positive
so there was a little boy who was kicking a soccer ball,-0.1875,negative
and he kicked it outside,0.0,neutral
and it went into a window,0.0,neutral
and then it broke the window,0.0,neutral
oh I see,0.0,neutral
and then it hit a lamp,0.0,neutral
and then this man,0.0,neutral
oh okay,0.5,positive
the ball landed I guess,0.0,neutral
the man that caught the ball,0.0,neutral
and he saw he looked out the window at the broken glass,-0.4,negative
okay,0.5,positive
so in the first picture okay so the mom is gonna hand a little boy an umbrella,0.1875,positive
it looks like hes gonna go somewhere with a backpack on,0.0,neutral
then he goes outside,0.0,neutral
and it starts raining,0.0,neutral
oh he steps in a puddle,0.0,neutral
and his hairs wet,-0.1,negative
oh he came home,0.0,neutral
his hair his mom is angry at him,-0.5,negative
I think his mom is angry at him,-0.5,negative
maybe shes angry at him because his hair is wet,-0.3,negative
then he went maybe he forgot to use the umbrella,0.0,neutral
Im not sure,0.5,positive
then he went back outside,0.0,neutral
and he used the umbrella,0.0,neutral
was that right,0.2857142857142857,positive
okay,0.5,positive
ohgosh theres alot going on here,0.0,neutral
I see a and theres theres a cat in a tree,0.0,neutral
and lets see,0.0,neutral
the girl is trying to get her cat down,0.0,neutral
so maybe the dad climbed up the ladder to help get her cat down,0.0,neutral
oh then the ladder fell,0.0,neutral
maybe he used the ladder to get the cat down,0.0,neutral
then the ladder fell down,0.0,neutral
shes trying to catch this cat maybe,0.0,neutral
I dont know why these people are here,0.0,neutral
maybe theyre coming to help get the cat down,0.0,neutral
and I dont know why hes upset,0.0,neutral
I dont know what the dog is doing,0.0,neutral
is that it,0.0,neutral
how I would make one,0.0,neutral
I would use two pieces of bread,0.0,neutral
and I would put them down on the table,0.0,neutral
and then I would take the peanut butter outof the cabinet,0.0,neutral
and I would take the jelly outof the refrigerator where I keep it,0.0,neutral
I would take a knife and put peanut butter on one side of the piece of bread,0.0,neutral
and then I would use a knife for that,0.0,neutral
and I would probably use the same knife and put it in the l or I would probably use a different knife and put the jelly on the other side of the bread,0.0,neutral
and I put the two pieces of bread together,0.0,neutral
and then I would cut them either in half or on a diagonal,-0.16666666666666666,negative
and then that would be it,0.0,neutral
and then I would wrap it in cellophane,0.0,neutral
for one of the boys to take to school,0.0,neutral
and then Id put it in the freezer,0.0,neutral
because I make five at a time,0.0,neutral
okay,0.5,positive
the boys kicking what looks like a soccer ball,0.0,neutral
only it goes through the window,0.0,neutral
breaks the window,0.0,neutral
and it alarms this man who notices whats happening,0.0,neutral
he looks out the window to see whos done it and whats happened,0.0,neutral
okay,0.5,positive
well the boy I believe its a boy is leaving home,0.0,neutral
and his mother probably his mother is suggesting that he take an umbrella,0.0,neutral
she I think shes suggesting pretty strongly,0.3416666666666667,positive
he says no he doesnt need an umbrella,0.0,neutral
probably says its not gonna rain,0.0,neutral
walks out and it is raining,0.0,neutral
walks along further and its raining even harder,-0.1,negative
even perhaps windy because the rain is slanted,0.0,neutral
hes walking through puddles,0.0,neutral
he gets home pretty wet dripping,0.075,positive
and his mother or the woman is pretty mad,-0.1875,negative
got hands on her hips,0.0,neutral
she gives him the umbrella again I assume,0.0,neutral
and now hes walking out alittle happier with the umbrella over his head,0.0,neutral
this is a switch kindof,0.0,neutral
okay then the little the little girl here whos riding a tricycle apparently,0.04375,positive
and her the cat went up she either notices the cat up the tree or saw him go up,0.0,neutral
I think her father or somebody was trying to get up there to get the cat,0.0,neutral
but he got stuck,0.0,neutral
and he looks kindof dismayed,0.0,neutral
the dog here is barking up at the man in the tree stuck in the tree,0.0,neutral
and for all of this they the fire department has come out to rescue everyone with a ladder,0.0,neutral
and rescue the man and the cat,0.0,neutral
okay,0.5,positive
okay,0.5,positive
do I tell you a story about,0.0,neutral
alright John is trying out for the soccer team,0.0,neutral
and he really wants to make it,0.2,positive
and he has a soccer ball,0.0,neutral
and hes at home,0.0,neutral
and hes practicing soccer skills soccer dribbling and kicking,0.0,neutral
he got too close to the house with his with his kicking,0.0,neutral
and he the ball he kicked the ball,0.0,neutral
and it flew in a direction he didnt really want it to go to,0.2,positive
and it went through the window,0.0,neutral
it went through the window,0.0,neutral
and it just happened to be his father was sitting in the living room when the ball came through the window,0.0,neutral
his father grabbed the ball and looked at the broken glass and was not happy,0.2,positive
okay,0.5,positive
little Johnnys late for class,-0.24375,negative
and hes trying to run out the door,0.0,neutral
and his mom is his mother is offering him an umbrella,0.0,neutral
and he doesnt want it because hes hes hes gotta go,0.0,neutral
hes late for class,-0.3,negative
he starts walking to class,0.0,neutral
and it then it starts to rain,0.0,neutral
and then he says,0.0,neutral
oh gee I think I better go back and get that umbrella,0.25,positive
and he walks back and asks his mother for the umbrella,0.0,neutral
and mother gives it to him this time,0.0,neutral
and hes hes happier now,0.0,neutral
hes walking to class,0.0,neutral
hes gonna be late but hes still on his way with an umbrella,-0.3,negative
yes,0.0,neutral
okay,0.5,positive
okay,0.5,positive
lets see lets start,0.0,neutral
little Sally is is playing with her cat underneath a tree,-0.1875,negative
and her cat actually runs up the tree,0.0,neutral
and little cat wont come down,-0.1875,negative
and okay and then little Sallys neighbor comes by and offers to help to get the cat down,0.15625,positive
so he goes up the tree,0.0,neutral
he gets stuck in the tree too,0.0,neutral
and by that time he the dog the dog is is the dog that they have is barking at her neighbor who is up the tree and with the cat,0.0,neutral
so they hafta basically call the call the fire department to get both of them down,0.0,neutral
yes,0.0,neutral
right,0.2857142857142857,positive
yes,0.0,neutral
okay,0.5,positive
Cinderella Cinderella lives with her stepmother and her stepsisters,0.0,neutral
and her stepmother is a pretty pretty cruel person,-0.16666666666666666,negative
and makes her her stepmother makes her do all the work and all work and no play,0.0,neutral
she basically,0.0,neutral
the king kind of the king and his his son the prince they they they invite theyre going to have a ball a grand ball,0.55,positive
and they do kinda know about Cinderella,0.0,neutral
and they invite her but her evil stepmother locks her up sothat she cant go to the grand ball,-0.25,negative
and basically her Cinderellas fairy godmother comes and visits her and says,0.0,neutral
yes I will make,0.0,neutral
gives her a youknow brand new clothes brand new shoes and a nice coach,0.2909090909090909,positive
so that she and lets her out of the she gets locked up by her stepmother in the room the evening of the ball sothat she cant go,0.0,neutral
but the fairy godmother comes by and gives her xxx using magic ofcourse,0.5,positive
new clothes a coach and new shoes to go to the ball,0.13636363636363635,positive
so she goes to the ball has a great time with the prince,0.8,positive
but she hasta be back by a certain time because then if she doesnt get back everything disappears,0.07142857142857142,positive
the coach the shoes and everything,0.0,neutral
so shes gotta leave very quickly just before midnight,0.3333333333333333,positive
and in a rush she loses her shoe on the one of her shoes,-0.3,negative
and she shes dancing with the prince with the prince and hadta leave very quickly because its almost its approaching midnight,0.16666666666666666,positive
so she hasta get back to her room before the stepmother finds out shes gone,0.0,neutral
so she goes back she rushes outof the palace and loses one of her shoes and gets back in time before the stepmother arrives,-0.09999999999999999,negative
but the prince is really enchanted by her and wants to find her,0.2,positive
he basically goes he he searches the entire kingdom for somebody whose foot fits that shoe,0.2,positive
and eventually they do find Cinderella,0.0,neutral
and the shoe fits,0.4,positive
and they live happily ever after,0.4681818181818182,positive
two slices of bread a knife,0.0,neutral
and you put the jelly peanut butter on first,0.25,positive
then put the jelly on top if you eat peanut butter,0.5,positive
and put the slices of bread together,0.0,neutral
mhm,0.0,neutral
okay the boy kicked the soccer ball,0.5,positive
and it flew into the window on the house next door probably and broke the window,0.0,neutral
and it fell inside the mans house,0.0,neutral
and it hit the lamp and broke it,0.0,neutral
and the man got the ball and looked out real nasty at the kid,-1.0,negative
trying to and the kid probably ran away,0.0,neutral
hes gonna go knock on his daddys door and say,0.0,neutral
pay me for my broken window,-0.4,negative
mama said to the little boy,-0.1875,negative
its supposed to rain today,0.0,neutral
take your umbrella with you to school,0.0,neutral
and the little boy says,-0.1875,negative
ah no,0.0,neutral
I dont need an umbrella,0.0,neutral
its not gonna rain on me,0.0,neutral
and then he walks to school,0.0,neutral
and it starts to rain,0.0,neutral
and it rains really hard,-0.2916666666666667,negative
so he hasta run back home,0.0,neutral
and hes all soaking wet,-0.1,negative
and hes not happy,0.8,positive
and his mothers not happy either,0.8,positive
and he hasta change clothes probably,0.0,neutral
its hard to tell,-0.2916666666666667,negative
and then he gets to walk to school with the umbrella and stay dry,-0.06666666666666665,negative
well the little girl has a cat that the dog chased up the tree,-0.1875,negative
and then a nice man maybe her daddy came along,0.6,positive
and he had a ladder,0.0,neutral
and he climbed up in the tree to get the cat,0.0,neutral
and then the ladder fell down,0.0,neutral
and then hes stuck in the tree,0.0,neutral
so somebody else watched this whole deal while the dogs still barking at the cat and called the fire department to come and rescue everybody,0.2,positive
and they came with their truck and ladder,0.0,neutral
not quite there yet but theyre getting there,0.0,neutral
and theres a bird singing on the branch probably laughing at all of them,0.0,neutral
the cats on the other side of the tree,0.0,neutral
says,0.0,neutral
Im gonna catch the bird and eat her,0.0,neutral
and the firemen rescued them all,0.0,neutral
yes,0.0,neutral
thats interesting,0.5,positive
I dont think I remember the beginning,0.0,neutral
I obviously dont remember alotof this,0.0,neutral
I dont remember any of these things from when I was a kid,0.0,neutral
I used to read science fiction,0.0,neutral
I still do,0.0,neutral
well lets see,0.0,neutral
if I remember Cinderella was maybe a little orphan girl,-0.1875,negative
the nice man took her home to his family or somebody,0.6,positive
and the stepmother had already had daughters,0.0,neutral
and they took her in,0.0,neutral
but they treated her like a servant,0.0,neutral
and she did all cleaning and cooking and sweeping and stuff,0.0,neutral
and she got leftover clothes and things the other girls had worn out to wear,0.0,neutral
and she was usually in the kitchen cleaning,-0.25,negative
and an invitation came to the family to attend a ball I think in honor of PrinceCharming or somebody,0.0,neutral
and the evil stepmother wanted her daughters to get the prince to fall in love with one of them so they could get married and be rich,0.03125,positive
and so they all got fancied up to go to the ball,0.0,neutral
and Cinderella wasnt asked if she wanted to go,0.0,neutral
and she wanted to go,0.0,neutral
and she was crying about it,0.0,neutral
and a good fairy godmother came along,0.7,positive
Im not quite sure how she got there,0.5,positive
and she was able to turn ordinary things and creatures around her into fabulous ones,0.21666666666666667,positive
and she turned a pumpkin into a coach and the old nags into beautiful horses,0.475,positive
and she turned the mice into something,0.0,neutral
anyway and she gave her a beautiful dress and glass slippers,0.85,positive
and she went to the ball after everybody else had already left,0.0,neutral
and when she came in the prince saw her and thought she was beautiful and wanted to meet her and dance with her,0.85,positive
and they danced the night away,0.0,neutral
and the evil stepmother and stepsisters were very angry,-0.75,negative
then the fairy godmother had warned her that at midnight all of those special things would turn back into what they were in the beginning,0.17857142857142858,positive
and so she hadta be sure to leave by midnight,0.5,positive
and she was a little late,-0.24375,negative
and she was running down the stairs to get to her coach,0.0,neutral
and she lost a glass slipper,0.0,neutral
and the prince picked it up and was calling out to her I think,0.0,neutral
and she jumped in the coach,0.0,neutral
and it ran away they ran away from the ball,0.0,neutral
and it turned back into a pumpkin,0.0,neutral
and her clothes turned back into rags,0.0,neutral
and she had one glass slipper on her foot,0.0,neutral
and then the prince was very sad,-0.5,negative
and he wanted to find her,0.0,neutral
and he they took the glass slipper she had that had come off her foot when she was running down the stairs,0.0,neutral
and they went to all the ladies trying to see if it would fit,0.4,positive
and the evil stepsisters tried to get their big feet in the slipper,-0.5,negative
and it wouldnt fit cause they had big feet,0.2,positive
and finally Cinderella got to try on the slipper,0.0,neutral
and it fit,0.4,positive
and the prince and the was delighted that that was the lady he wanted to marry,0.7,positive
he was in love with her,0.5,positive
so he found out,0.0,neutral
they told him I guess,0.0,neutral
and all the rest of the family was really put out by it and jealous of Cinderella then,0.2,positive
and she married the prince,0.25,positive
and they lived happily ever after,0.8,positive
the end,0.0,neutral
so were gonna do something alittle different,0.0,neutral
well oddly enough I never had peanut butter and jelly growing up,0.0,neutral
I still havent had a peanut butter and jelly sandwich,0.0,neutral
it was not part of my growing up,0.0,neutral
but Id take two pieces of white bread,0.0,neutral
and Id put peanut butter probably if it were me Id put it on both pieces of bread,0.0,neutral
and then Id put jelly in the middle,0.0,neutral
and I happen to like well grape jelly I think would go good with peanut butter probably,0.7,positive
strawberry is nice too,0.6,positive
and then Id smush it together,0.0,neutral
and then Id cut it in half diagonally,-0.16666666666666666,negative
I believe,0.0,neutral
we didnt eat peanut butter growing up,0.0,neutral
I still never had a peanut butter and jelly sandwich at all,0.0,neutral
occasionally I eat peanut butter outof a jar because its a protein,0.0,neutral
and I my stomach is growling at me youknow,0.0,neutral
adequate,0.3333333333333333,positive
a few words of French occasionally,0.0,neutral
I listen to people speaking Spanish,0.0,neutral
and youknow I picked up a word or two,0.0,neutral
and I usually can figure out what theyre saying when theyre trying to speak English,-0.125,negative
and people who speak,0.0,neutral
I dont know what language is kis that Pakistan,0.0,neutral
and that theres multiple languages,0.0,neutral
and I hear Arabic I people wherever I go,0.0,neutral
so I hear English thats accented that way,0.0,neutral
most of the time I can figure them out too,0.0,neutral
no,0.0,neutral
illness,0.0,neutral
well my daddy died of a heart attack,0.0,neutral
and my mother probably died of a stroke although they said heart attack,0.0,neutral
strokes ran in her family and heart attacks in his,0.0,neutral
and my mother had emphysema,0.0,neutral
I guess these days they call it COPD,0.0,neutral
she well her family were coal miners,0.0,neutral
and you talk about secondhand cigarette smoke,-0.1,negative
well my familys got secondhand coal dust,-0.1,negative
because they carried it in,0.0,neutral
and by the time she was in her early twenties she already had stuff that showed up on the tv xrays that they do because she worked in a school cafeteria,0.1,positive
back in the days where they actually cook real food,0.06666666666666667,positive
thats mostly Imean Ive got glaucoma and youknow those kind of things but,0.55,positive
thats well I have diabetes,0.0,neutral
that seems to run in the part of my daddys family,0.0,neutral
well I always wanted to do horseback riding,0.0,neutral
and a friend of mine who was about ten years older when we were working up here in the mid sixties saw a notice for like half a dozen horseback riding lessons at RockcreekParkStables in the district,0.0,neutral
and she wanted to go but she didnt wanna go by herself so she asked me to go with her,0.0,neutral
and since Id always sorta wanted to do that I went with her,0.0,neutral
and they taught Englishstyle riding,0.0,neutral
and we took this introductory group of lessons,0.0,neutral
and she quit and I kept on,0.0,neutral
and in fact one summer when they have like summer camp for the school kids my boss was nice enough to let me take a week of leave and go to summer horseback riding camp,0.3,positive
yeah,0.0,neutral
but it was lotsof fun,0.3,positive
I learned alot,0.0,neutral
and I enjoyed that for a couple years until I had sortof a accident,0.5,positive
they tended to put me on this nasty little horse that would shy,-0.5625,negative
youknow wed be,0.0,neutral
and hed go like that at sound,0.4,positive
and I usually went right off youknow,0.01785714285714285,positive
and so a couple of times and I dont land on my feet,0.0,neutral
so I sorta landed on my lower back and so thats caused me problems,0.0,neutral
and I didnt go back after that,0.0,neutral
but it was really nice while I did it,0.6,positive
little bit of almost jumping,-0.1875,negative
the best part was riding the jump trail in RockcreekPark which is a a horse trail that theyve let the little little usually trees fall across,0.09375,positive
and its rough,-0.1,negative
and if you take and my horse because he didnt like his neighbor horses,0.0,neutral
we were always at the end of the line,0.0,neutral
thats not a good place to be when other horses are moving along,0.7,positive
because horses being herd creatures they wanna catch up,0.0,neutral
and stay with their good buddies,0.7,positive
and so the front of the line is trotting over the obstacles,0.0,neutral
