text,intra_sentence_similarity
and someone probably the girl brought a ladder,0.328632295
but for whatever reason it didnt reach either cat or the man,0.283548266
so the fire department hadta come with a larger one,0.330503345
okay,0.99999994
Cinderella was an orphan girl who lived with her,0.264112771
at one point the handsome prince arrived in the house,0.32333079
and the stepsisters wanted to go to the ball with him and so,0.330457836
but Cinderella made a wish,0.31739524
she wished for a carriage,0.353120953
but whoever granted her the wish I dont really remember,0.324738622
so Cinderella and the prince went to the ball,0.286700249
ofcourse Cinderella was concerned about the time,0.343731135
but at one point the prince had ke a glass slipper,0.234643161
and there was some sort of prophecy that it would fit,0.340749532
and it turns out that it fits Cinderella,0.313505411
so somehow they got home before the carriage turned into a,0.325657427
and they got married,0.337132514
mhm,0
sure,0.999999881
the bus is coming,0.341236979
the tour bus is coming,0.307354391
the tour bus is coming into the town,0.292292655
the tour bus is coming into the town to pick up the people,0.253877163
the tour bus is coming into town to pick up the people from the,0.253392577
the tour bus is coming into the town to pick up the people from the,0.273548394
mhm,0
okay,0.99999994
the dog chased the cat up the tree,0.313502759
the bird was caught by the worm,0.299321711
would you like to star in a movie,0.278155863
books like to read children,0.395715892
icecream tastes good in the summer,0.302864581
beautiful flowers smelled the lovely woman,0.414188743
count to ten as fast as you can,0.285591513
the man saw the boy that the dog chased,0.311406016
tell me the name of the person next door,0.249622315
how many are in a dozen,0.296016812
the tiger was clawed by the lion,0.347063869
bad weather was caused by long airplane delays,0.273301542
do you mind taking a five minute break now,0.289107889
sure thats fine,0.422112048
oh well I guess the best thing that happened in my life,0.277953506
when I got married we decided that we were going to go to,0.329786122
and we took our car over on the boat,0.266882718
and the boat was a HollandAmerica line but not the ones that are,0.345333517
you could really feel the water,0.429035127
and we landed in s no Rotterdam,0.213203624
and we drove all through Europe for three months,0.304900736
and we ended up in LeHavre,0.306029886
and we came home and lived in our parents basement because we had,0.308385015
it was,0.562905312
it was lovely,0.407835692
and at that time the Canadian dollar was good,0.292797387
so it was really fantastic,0.467040777
oh well now its good because I dont work,0.274535596
I get up make coffee read the paper,0.286546886
this is on the typical day not every,0.355569929
if I have some place to go ofcourse not,0.380574793
and then make o more coffee finish the paper make,0.287912756
and then I either go to the pool and do my Aquafit or I take a,0.270210475
its much better not to work,0.429570168
mhm,0
a boy was playing,0.373241335
the soccer ball he kicked the soccer ball through the window,0.331964284
and the soccer bell,0.344682246
and he got up and looked out to see I guess who kicked,0.249342114
okay,0.99999994
a boy who was going out I guess to school,0.265909374
his mother wanted him to take the umbrella,0.34060967
he didnt take the umbrella,0.241861552
he went out,0.439851284
he got wet,0.383816242
he got wetter and was running back came back and stood there,0.300712496
and he took the umbrella and continued on his way,0.313321233
mother knows best,0.459666878
pardon,1
oh not in those cases,0.289339721
only in those cases until youre fifteen,0.300751388
okay lets see,0.491744637
a cat went up a tree,0.307194859
and I guess a man tried to go up to get the cat,0.238578528
a dog is barking on the tree and probably knocked over the,0.285338074
so the man couldnt get back down,0.306761742
so the fire department is coming to the rescue,0.31564036
the Cinderella story,0.478801668
well the original not WaltDisney,0.493954539
okay,0.99999994
Cinderella her father married another woman who had her,0.403612316
and Cinderella hadta do all of the chores,0.2816405
and thats why she was called Cinderella,0.246756136
because she was sweeping up the cinders from the fireplace,0.349118531
and she wanted there was a big ball coming with the,0.298210561
and Cinderella wanted to go ofcourse,0.301180959
but she couldnt because she had no clothes,0.364687353
and the fairy godmother came down and gave her a beautiful gown and,0.275876254
and the foot there was footman and made the,0.332161129
and the footman was mice I think,0.240708724
and she went to the ball and had a wonderful time,0.295917898
but she hadta leave by twelve oclock,0.256711036
and as she left she dropped one of the glass slippers and came back,0.257827491
and the prince got the slipper and then went around to find the,0.326390505
and they lived happily ever after,0.364328027
and the darn dress is so expensive,0.279305756
no my granddaughter she went to see Cinderella,0.228709161
yes we are paying off a second mortgage,0.23135896
mhm,0
the bus is coming,0.341236979
the who,0.591058969
the tour bus is coming,0.307354391
the tour bus is coming into the town,0.292292655
the tour bus is coming into the town to pick up the people,0.253877163
the tour bus is coming into the town to pick up the people from the,0.273548394
the tour bus is coming into the town to pick up the people from the,0.273548394
the dog chased the cat up the tree,0.313502759
the,0.999999702
the bird was caught by the worm,0.299321711
would you like to star in a movie,0.278155863
books like to read children,0.395715892
icecream tastes good in the summer,0.302864581
beautiful flowers smelled the lovely woman,0.414188743
count to ten as fast as you can,0.285591513
the man saw the boy that the dog chased,0.311406016
tell me the name of the person next door,0.249622315
how many are in a dozen,0.296016812
the tiger was clawed by the lion,0.347063869
bad weather was caused by long airplane delays,0.273301542
okay,0.99999994
okay so theres so many to choose from,0.301451325
I just hafta try and fix my memory on one,0.231610477
so I remember it was a day kindof like this but not so rainy,0.370516032
and it was my first trip to HongKong,0.233734339
and I was on a work trip,0.253201187
and I was tired because Id flown all night and everything,0.277380317
and but I decided I was gonna go out sightseeing,0.253690839
and I did go out,0.307190359
and I went to the top of the peak in HongKong,0.253249794
and I looked around at the vista and saw the beautiful landscapes,0.283500671
and I remember saying,0.422255278
thankyou Manulife,0.509337425
because that was the company I worked for at the time,0.325534672
that I wouldnt have been there had it not been for that work,0.380459547
so I felt a great deal of gratefulness and happiness although I,0.313172281
oh Im not sure there is such a thing as a typical day,0.2244156
but get up in the morning and have a shower and get ready for,0.298371106
and then usually my husband and I have breakfast together,0.360006571
and we figure out whos doing what during the day,0.257333249
and for example this morning,0.426046222
one of my hobbies is I grow orchids,0.231841296
so this morning at the breakfast table we were surrounded by all,0.27640304
and it was youknow a miserable dull day outside,0.245205402
but inside it was bright and very pretty,0.41244483
so after we discuss whos doing what whos doing what,0.306447327
I might have a study to go to,0.331995517
call people who are not well and see how theyre doing,0.309824407
and prepare a meal for the evening,0.376372814
maybe some housework that needs to be done,0.365138352
and then in the evening I have a lecture to go to,0.304663539
so thats kindof a typical,0.393506348
if there is such a thing,0.365564197
Im tired at the end of the day,0.222703397
mhm,0
okay Jimmys outside playing with the ball kicking it around,0.279915482
and the ball breaks his neighbors window,0.341014147
and the ball comes into the living room where the neighbor is,0.341542333
and it broke a lamp and broke the window,0.291899234
and the neighbor grabs the ball,0.352868825
looking out the window hes not very happy,0.280332774
okay,0.99999994
Jimmy is got his backpack on,0.205554679
and hes going somewhere,0.319588751
and his mother says to take the umbrella,0.296256363
but he doesnt seem to wanna take the umbrella,0.25187391
and he says,0.357835323
its okay,0.37727201
he doesnt need the umbrella,0.249212503
and he goes outside,0.346165597
and its,0.725028634
oh no he does take the umbrella,0.213213101
he goes outside,0.402307153
no he didnt take it,0.326419055
he goes outside,0.402307153
he gets all wet,0.336663663
his hair is wet,0.298421919
hes not very comfortable,0.363814533
hes in the puddles,0.251249194
he comes home,0.40032208
and hes all wet,0.26042366
and his mother looks like,0.394494861
I told you so,0.502021849
and he takes the umbrella,0.325296253
and he goes outside,0.346165597
and now hes alot happier,0.227908641
okay,0.99999994
so Millies cat has gone up into the tree,0.201576278
and her dad has tried to rescue the cat,0.241040379
but the ladder fell down,0.358130068
and the dog is barking because he doesnt know why his owner is not,0.243815139
and the cat is totally undisturbed by everything going on,0.27100262
and the firemen come to rescue the dad,0.334441483
and then hell be happier,0.33998847
so Cinderella has a very pleasant existence with her father and,0.299931914
and the mother dies,0.476495415
and after some time the father remarries a woman whos a wicked,0.280627966
Cinderella is made to be a servant,0.262327731
and her life is not very pleasant,0.355674654
and then the prince is supposta find a bride,0.318933606
and all the women in the country are invited to come to the palace,0.35658294
and the two sisters get dressed beautifully to go to the palace,0.28922829
Cinderella doesnt have anything to wear whereupon the fairy,0.248093113
she goes to the palace meets the prince,0.324545383
they fall in love,0.36958012
the stroke of midnight everything goes back to what it started,0.303360105
she escapes,0.62393266
but one of her slippers stays behind,0.265981138
and the prince tries to find the woman whose foot fits the slipper,0.269979447
and everybody tries to squeeze in but nobody can until it comes to,0.297510803
and ofcourse it fits,0.368467093
and they live happily ever after,0.380815953
the bus is coming,0.341236979
the tour bus is coming,0.307354391
the tour bus is coming into the town,0.292292655
the tour bus is coming into the town to pick up the people,0.253877163
the tour bus is coming into the town to pick up the the,0.282874733
the tour bus is coming into the town to pick up the people from the,0.273548394
mhm,0
the dog chased the cat up the tree,0.313502759
the bird was caught by the worm,0.299321711
would you like to star in a movie,0.278155863
books like to read children,0.395715892
icecream tastes good in the summer,0.302864581
beautiful flowers smelled the lovely woman,0.414188743
count to ten as fast as you can,0.285591513
the man saw the boy that the dog chased,0.311406016
tell me the name of the person next door,0.249622315
how many are in a dozen,0.296016812
the tiger was clawed by the lion,0.347063869
bad weather was caused by long airplane delays,0.273301542
havent had that many,0.425241828
but when I was I guess around twelve or thirteen I was a cheerleader,0.256699234
and I was in practice,0.33764416
and I was doing,0.333905995
which I cant believe I did,0.350723118
but headstands and head back flips,0.355981708
and doing a flip I fell,0.238369256
I tripped,0.570088267
and I came down,0.31497848
and I broke my arm,0.281256914
so I remember that instance,0.500846505
I remember it quite clearly being driven,0.428172261
it was a CYO thing,0.306247622
so I remember being driven in in the car by the priest and the my my other friends around me and going to the hospital and and having my arm taken care of and having surgery,0.262408495
so,0.99999994
I was in a cast,0.272205532
you hafta remember it was a long time ago,0.260168254
so I was in a cast,0.255972862
and I was in a cast for a long time,0.266848445
I do remember my father making me slings that were the holidays,0.285747737
so because it went through many holidays,0.372282267
and and then once it was youknow once it,0.37694782
I went back to being a cheerleader again,0.308138371
its alittle misshapen,0.509177864
but its fine,0.460332751
so I no longer do back flips to say the least,0.281800151
well my husband had a stroke in two thousand and eight,0.273178101
well the problems were that he could not communicate,0.409891009
right after his stroke he really had no language at all,0.270318717
so the speech therapy started very quickly for him in the hospital and and has continued at this clinic,0.288274616
and this is almost four years later since his stroke,0.295198858
so Ive seen the development of the speech patterns emerging,0.281588167
and what I have seen is him is him recapture language,0.262774676
I I think very similar to what I see in a child,0.307864785
so in moving in in increments moving quite quickly but moving in the same sort of pattern is what I see,0.297831833
okay,0.99999994
well I guess the thing that always stays with me right now is my husbands stroke and receiving that phone call early in the morning and and hearing them say to me that my husband has had an accident,0.248054013
and and I remember asking the question,0.401658654
is he alive,0.396736681
and it was such a strange question,0.351123333
but I needed an answer to it,0.374123663
and they said on the other on the the other side of the phone they didnt know,0.301674068
and I remember getting dressed and rushing to get dressed and and getting out there,0.365697831
and I remember hearing the sirens as I was as I was approaching,0.282882154
and when I got there youknow he had already been in a he had already been out,0.315384656
he didnt know who I was,0.318751127
and he didnt know who anyone was,0.274213046
but luckily and but luckily it was the police officer that found him who knew him,0.313065588
so they knew that he wasnt drunk,0.342632473
they knew that he wasnt impaired in any other way,0.273374081
and he knew enough to know that he was he had a stroke,0.325136542
and I remember he was the one who said to me,0.275203109
get him down to UMDMJ as quick as possible,0.323259383
and where the other people were asking me what hospital to take him to,0.345861018
and I remember this police officer,0.345099032
and luckily this police officer was someone who knew Anthony and was with him when Anthony was on the force,0.244910091
so he came in as a as a younger guy when Anthony was a lieutenant,0.244751886
and so youknow I remember going to the hospital and following him down there and thinking that this was such a strange thing youknow in that it was very much like a like a movie or youknow,0.265666187
but and I remember getting down into the into the brain attack center,0.331630856
and everybody was doing what they needed to do,0.373851687
and it was all this kindof prescribed dance that went on,0.305990726
and youknow getting him there and and getting him that shot and and that starting,0.402105093
and and youknow and then from there it was just the recovery,0.350855201
it was the day in day out routine,0.317139387
but I do remember that,0.526986539
that stays with me,0.34875986
yeah it does absolutely,0.497241139
okay,0.99999994
well a boy is outside,0.322925299
and hes playing looks like soccer,0.267288566
so hes kicking the ball,0.282410294
and loandbehold it goes into the neighbors or his own window and crashes through that window,0.300787091
and theres the the man whos sitting and either watching tv or talking or having a conversation,0.298196137
and the soccer ball comes through the window hits the lamp,0.30367133
and the gentleman inside is really quite surprised,0.375234514
he then has the ball in hand stands up and is looking for the young man,0.269473672
and the mother is saying to him,0.355905563
take this umbrella because I think its going to rain,0.325237304
and hes saying,0.298381478
no no no I dont need that umbrella,0.353785098
Im leaving,0.333081126
so shes got the umbrella in hand,0.219900697
and hes out the door,0.278509885
and then sp loandbehold the rain starts,0.333931834
and he is caught in the rain,0.268793017
and he is really wet,0.298468262
and he makes his way home,0.330400169
and his mother is looking at him saying,0.286237031
I told you so,0.502021849
and lets get the umbrella,0.307882458
and then you can go back out,0.389901847
well its a series of circumstances,0.37980926
and the little girls cat is in the tree,0.287457168
she was looks like she was riding her bike,0.321193248
and she was she saw her cat up in the tree,0.25551793
she could have called her dad,0.329848051
and her dad said,0.312752426
okay Im going to help you and go get the cat,0.257145464
and took the ladder,0.398153901
and it doesnt seem like the ladder is quite as as high as what he needed to,0.249877602
so anyway the,0.473696917
no Im sorry,0.338559628
then it looks like he used the ladder,0.32498911
and the ladder has fallen,0.35935837
and he is stuck in the tree,0.254295826
and the dog is barking because they are all up in the tree,0.303052694
and the firemen hafta come and rescue,0.335124105
when Cinderella was a little girl she was brought to a house,0.308917165
and there was a stepmother,0.40499106
and the stepmother had two daughters,0.428689361
the father dies,0.503095031
and the daughters the stepmother has a sense of favoritism towards her children her two daughters and relegates poor Cinderella to being a scullery maid and they so to speak,0.261071205
so Cinderella becomes a friend of the animals and a friend of the servants and and all of that,0.331741542
and then the the the stepsisters grow meaner and meaner as the time goes,0.391911924
and the mother grows meaner and meaner and more jealous of Cinderella,0.337629706
and then comes the the opportunity that the prince wants to marry and the opportunity for the for there to be a dance,0.367711544
and everybody is all is all youknow looking for dresses and doing all of that and finding the the perfect outfit,0.329252839
and and Cinderella is not going to go to the ball,0.274243116
and she is at home,0.279526979
and and and the sisters are all dressed and whatnot,0.463021249
so they find I think Cinderella finds a dress or something in the in a in a hope chest or I guess what I would call now a hope chest,0.23294732
and so that becomes,0.487668216
I dont wait a minute,0.305004835
I guess that becomes the dress that she ends up wearing,0.302616268
so the sisters go to the ball,0.299719334
and and poor Cinderella is home with her mice,0.283965796
and and the fairy godmother makes her first appearance I believe,0.300160557
so the fairy godmother creates the the carriage to take her in,0.31935513
and the horseman and the dress and everything is perfect,0.391397655
and and her fairy godmothers then help her to go to the ball,0.319833696
so when when she goes to the ball she is the most gorgeous there,0.27491951
and everyone is just,0.422706783
takes her breath away and she takes their breath away,0.353097618
and she meets the prince,0.369686812
and they dance,0.537355363
and they have a wonderful time,0.403207868
but what happens is the clock strikes twelve,0.301893294
and she needs to be home,0.353385627
and she is running out the door,0.29556933
and her slipper is her shoe is left behind,0.264082342
so she goes home,0.383118749
the sisters and whatnot they all go home,0.372115225
and and now the prince is in search of this woman with the glass slipper,0.281192571
and he combs through the village,0.372494012
and the stepsisters wish to have their feet fit into the slippers,0.280875146
and it doesnt work,0.336594999
and then loandbehold he finds Cinderella,0.333119214
and the shoe fits,0.3711496
they get married,0.427368581
and they live happily ever after,0.380815953
the end the end,0.639703751
and way too many girls are looking for Princecharming,0.360435069
but thats a whole other issue yes,0.338781983
I would get the bread,0.349500269
first well I would get the bread outof the,0.266269982
for me I keep my bread in the freezer,0.252120763
so I would take it outof the freezer and let it defrost,0.298523396
my peanut butter stays in a cabinet,0.244021416
my jelly is in the refrigerator,0.24412775
so the bread comes out first,0.326855987
the peanut butter and then the jelly comes out,0.333200485
once the bread is defrosted I will then get a butter knife and put the peanut butter on first,0.250279337
and then put the jelly on on top of the peanut butter,0.276178956
put the other slice of bread on,0.312011927
and slice it in a triangle motion,0.325197995
there you go,0.571465254
www,1.000000119
I will tell you about a cheerleading accident,0.312019885
and I broke my arm,0.281256914
and I was in I believe it was sophomore it was my sophomore year in highschool,0.237060189
and I was in the gymnasium,0.306826711
and we were practicing,0.429414093
and I did a back flip,0.273019642
and I came down on my arm,0.257513016
and I remember hearing it crack,0.366668075
it was CYO so it was it was not ke in a public school,0.250365645
and I remember the some of the girls that I was with ran to get the priest,0.261994004
and then in the back of his car he took me and a couple of the other girls to the hospital,0.286069572
and I remember that I was in the hospital for almost a week,0.272889078
Id never really been sick and have since really been sick,0.338481843
but so I I remember being in a cast for quite a long time,0.298440725
and and and I remember my father making me slings that would match the seasons because it took so long,0.293018639
I had a Christmas sling and a and whatnot,0.305044353
and I think I ended with a fourth of July sling,0.205784127
but I can now tell the weather,0.325920612
oh well I was I was fourteen years old,0.251098245
your body just gets better,0.471392065
I I there was no sort of physical therapy or anything like that,0.315146893
it was going back I never went back to the squad,0.327609718
I tried to do twirling,0.381482393
and I just couldnt do the hand motions,0.31967181
and so I never went back to that,0.368667811
so,0.99999994
besides my husband,0.479130745
well after learning about it myself and trying to understand what it is that happened to him and realizing that he needed time for processing and and sortof understanding that he knew the words he just needed to find them,0.345536083
so that with his aphasia that he still kept that capability,0.380765855
so he he was able to do that,0.350113392
so after finding out about it and finding out what he was able to do it and then sortof a little bit of self teaching and and and giving him time to find his words and and thinking of the process as as as a child learns speech again,0.280165493
so I tried to educate myself on on how children learn language,0.29776454
and then from that he sortof followed that same process but only speeding it up,0.369109154
so he had the foundation there so,0.360889584
but mostly just giving him time,0.464644432
happy sad,0.751737475
xxx,1
in the summers we would go to the beach,0.315788418
and it was not just my family but it was my cousins,0.326792389
and we were always close,0.394962728
and we went to a place in LongBranch,0.305796474
and it was this sortof little shack or this bungalow type of place that families would would get into a room would get a room,0.279038906
and then you would get a parcel of a of a kitchen,0.298441947
and and youknow when you think about it now,0.353240311
but and so we would go,0.409516543
and my folks never had much money,0.338262677
and and so they would sortof save up for this week,0.308896869
and and we would go to the and we we would all stay in this one room,0.323076129
and I remember it had two beds and a cot for my brother,0.234970361
and and we would just we would go to the beach,0.358835578
and we would just have a great time,0.396896064
and I so I remember going to the pool,0.326940656
they would have salt water pool,0.404748082
I remember it being really cold,0.461913586
so you would jump in in the morning,0.28878054
and youknow you would just spend your whole day there,0.346251905
and you would be spent by the end of the day,0.259141803
and and I still remember the smells and the sights of it so,0.331433266
youknow and I remember the the routines,0.320500165
being Catholic on a on a Saturday,0.313108414
there was a place called RuttsHut which I think is still around,0.314897925
but it was this little over the boardwalk over the beach kind of place,0.3445099
and it was,0.414238811
and on Friday nights my my mother and my aunt and and theyd wake us all up to go to RuttsHup,0.217496663
and that would be ke our our treat,0.331399292
we were probably ke all in our pajamas,0.245365471
and and but we would all get out there,0.396414578
and and so it became a a sortof a ritual that we all did together,0.31835568
but I remember just playing on the beach and youknow,0.293675601
so it was just a good time,0.405305117
yeah it was,0.422520638
it was alotof fun,0.304665864
and with those cousins were still close and still share alotof things so,0.339270771
a boy is outside,0.351414472
and hes playing a game of soccer,0.25209415
so hes out for the afternoon and playing with,0.266824961
I dont see any friends so I think hes just playing sortof a kick the ball,0.26469633
and hes in his in his neighborhood,0.328075051
and loandbehold the ball finds its way into a window of a either his own family or or a neighbor next door,0.264080614
and there is a gentleman thats sitting maybe watching tv,0.275160104
I dont see a newspaper so hes watching some tv,0.225265667
and the window,0.538691103
he gets up to see who it is,0.255552918
and you kindof wonder did the boy run away or is the boy still there,0.254197866
I guess the mother heard the weather report because she had an umbrella in hand as the as the little boy is walking out the door,0.239158317
but he I guess took a look outside and said,0.262369514
no youknow I dont see any I dont see any rain so I dont wanna take a an umbrella,0.276911914
so he says goodbye to his mom,0.279031485
and hes walking out the door,0.278643638
and then maybe he gets a couple steps,0.305351913
and here comes the rain,0.390571207
and hes like,0.297184765
uhoh I better get back home and see if I can get that umbrella,0.270196885
so he gets in the door,0.263086081
and his mother is looking at him and saying,0.302767426
I told you it was going to rain,0.31361717
so let me give you the umbrella,0.331766516
and then you can walk to school,0.362545907
and youll be dry,0.300724179
a girl is riding her bike,0.309839338
so shes shes out on her bike,0.260856956
and shes going through the neighborhood and allofasudden looks up and sees her cat in the tree,0.254728317
and calls to her dad and asks her dad to come on come over and help her get the cat,0.248347551
and the father brings over his ladder and puts it against the tree and starts to go for the cat and the ladder falls,0.274411708
and so now hes stuck in the tree,0.227418095
and the dog is barking trying to get everybodys attention I guess,0.288280338
or hes barking at the dog,0.229946569
or hes really barking at the cat probably,0.250832587
and the girl has the father takes out his cell phone,0.275037646
well put it in that situation now,0.360614687
calls the firemen,0.526470304
and he calls the fire the fire people from his town,0.336152256
and they come on over,0.399713069
and they will rescue the cat and the and the man,0.375017375
and the bird will still sing their,0.381069571
and the dog will stop barking,0.350299031
well the story opens with Cinderellas dad coming home with his new wife and their two children and and her two daughters,0.281359017
and what we find out later on is that the father has died,0.232175887
and this woman now becomes her stepmother,0.38410303
and as they grow then Cinderella becomes more of the servant to the to the stepmother and to the two girls,0.327582687
and a letter comes to them or an announcement comes to the family,0.30786711
and there is a theres going to be a ball,0.290265679
and the ball is going to be held at the castle,0.255871326
she wants to go makes a some sort of a dress,0.272316277
and then later on the stepmother and the the stepdaughters find out about it ridicule her kindof take the dress apart disassemble it,0.286155343
and shes left home doing scrubbing something scrubbing some scrubbing some pot or other,0.301721424
and she then will shes then left home,0.329206824
and allofasudden loandbehold comes the fairy godmother,0.386494756
and and they whip her up a beautiful dress youknow,0.249607518
well its just a whole new thing of Chanel,0.304848105
and so they they whip her up this brand new dress,0.294596493
and she is then able to to go to the ball,0.326655239
and the ball is set for a reason,0.313971996
and the reason is is that the prince is to find a wife,0.318006396
and shes given instructions that she needs to be home by twelve midnight,0.242686167
and and the the fairy godmother provides her with this beautiful dress and these wonderful glass slippers and and a whole coach of of pumpkins that turn to to a coach and and with horsemen etcetera,0.269003481
and so she goes there,0.357963026
and she is the belle of the ball,0.287750721
and everyone is oohing and aahing because they dont know who she is,0.306368917
she then will go to the clock,0.329244703
well shes dancing and whatnot,0.337340146
and the clock sksu,0.515022874
she hasta leave,0.396768868
and shes running away,0.297554702
and the prince is youknow after her,0.270782888
and she loses a slipper so this is all that the prince hasta find this woman,0.267437935
so he combs the land and finally comes to the house of the of Cinderella with this wicked stepmother,0.295838803
and so they try on the the slipper,0.331803739
and it doesnt fit the mother the stepmother or the the epch the stepdaughters,0.324860096
and loandbehold they find Cinderella,0.347466558
and and the glass slipper fits,0.352396876
and to coin that phrase they live happily ever after,0.313988149
with two pieces of bread I would get a plate to put the bread on,0.24569574
get a knife to to spread the peanut butter,0.287793934
and get a spoon to get the,0.307177514
no I wouldnt get a spoon,0.269345254
Id use the same knife,0.257218063
so I take the peanut butter outof I unscrew the top take the peanut butter with my knife and spread it on the bread,0.23227109
spread it on only the one side,0.38383016
get the jelly and put it on top of the peanut butter,0.24470827
and put the top put the other slice of bread on it probably press it down a little bit and then slice it,0.28221336
put the covers back on,0.390287906
just anything about it,0.636809111
well I I Im a breast cancer survivor of five years,0.217519432
and I remember being operated on three times for lumpectomy,0.266422421
and the pain youknow you remember that,0.344004571
and the the the just I guess the rehabilitation part of it,0.384603351
the the being tired all the time,0.484719485
and then finally getting better youknow feeling more like a human being again,0.359678507
thats and then knock on wood youknow Ive been okay,0.20693402
I slept alot,0.424999356
I still do,0.567693591
I I like to sleep,0.463195771
but I I worked,0.491435915
I r whenever people would say,0.369945526
why you coming youknow why you going to work,0.420558363
why dont you just,0.519059122
I I found that to be more therapeutic than being home sleeping,0.318653375
youknow I I slept at night,0.363606393
but Id but Id rather come to work and work,0.332040906
so soon as I had the radiation I came to work and worked a whole day and went home and collapsed and youknow,0.242927447
but that to me was more therapeutic than anything just to keep going,0.363085717
do I have a difficult time,0.378770769
well I guess I I should say yeah,0.482197285
I guess through illness and ke my grandson is not he doesnt speak English yet,0.190032303
hes hes only one and a half years old,0.248447061
so youknow like he doesnt he but we communicate in a different form,0.239875436
so I guess you youknow you understand what theyre trying to say eventually,0.39094013
youknow theyll theyll make a point of telling you somehow,0.284402788
youknow you figure it out,0.407857299
some form of sign language if anything,0.357885003
that youknow,0.500028372
well we have our own little sign language right now,0.373970389
ke I dont know why but everytime he sees me he goes,0.287912995
ah,1
and thats thats the grandmother does this I guess youknow,0.294503748
so he youknow and,0.337132215
he and then right away it means getting a cookie out of the drawer,0.296080023
ke youknow so he knows he understands ke Im the one that gives him the cookies all the time,0.2146191
so youknow but its fun,0.329541057
and yeah I guess youknow and in the you want youknow when he wants his a sip of water,0.201308742
youknow theres different just like with any child youknow theres different ways that they they present themselves that they they let you know that they want their lunch,0.366203249
and they start laughing when you show them the right thing youknow,0.373476714
its its its a rewarding experience when you finally get it right youknow,0.312007308
something important,0.730375767
I guess the most important thing I can remember is when my children were born,0.244057447
that was the most the best day of my life on both occasions like giving birth and and holding them in my arms and and what a miracle it was youknow,0.250180691
that that was an amazing experience,0.402531296
I dont think theres anything that comes close to that ke outof everything Ive ever done,0.280577064
but the I guess and the day I got married,0.277683437
that was youknow ke different events I guess that were were important youknow,0.255971998
but I guess the the most important ones were the day day the days I gave birth,0.269525826
those I had a son and a daughter first and then a son two years later,0.275141805
well the little boys having fun kicking his soccer ball,0.300845593
and finally hes walking down the street,0.324792087
and he kicks it too hard,0.331003278
and it goes into the window,0.331810564
and the man is startled when the ball comes flying through,0.328065217
and eventually the male mans got the soccer ball looking for the the little boy that that broke the glass out the window,0.297679543
I dont know if hes a relative or he knows him even,0.268545806
but but,1
hes hes looking for him,0.278866708
he doesnt he doesnt look like hes anywhere around there,0.267246962
okay,0.99999994
looks like the the mom is trying to give the little boy an umbrella,0.244836956
but I think he decides he doesnt need it and goes outside,0.29641971
and it starts to rain,0.356020004
and he hasta he comes back soaking wet,0.265328169
and his moms like,0.329573631
I told you you needed the umbrella,0.348974973
and then he leaves with the umbrella,0.373280287
and hes all happy,0.293229908
and the hes hes hes walking in the puddles too,0.237062052
thats something I would do,0.425782621
looks like the little girls cat got stuck up a tree,0.284805328
and a man went to help get the cat outof the tree,0.21699585
and a dog came chasing after him and is barking at him,0.26383993
and finally the firetruck is coming,0.362267196
the firemen are coming with the fire fire ladder to get the both of them outof the tree,0.301964045
and it looks like the birds laughing at both of them,0.296324998
but and the little girls yelling,0.431703687
jump,1.000000119
and it,0.541534305
but they both are scared,0.474634767
they dont wanna jump down,0.358360052
but thank God for the fire department,0.288411409
both of my son in laws are firemen,0.231064767
thats great,0.482692987
well Cinderellas father gets married to a woman who has two daughters,0.24505499
and and then her father dies,0.459824711
and the stepmother knowing her her her stepdaughter is so beautiful and everything makes her sleep in the,0.331002951
oh I dont remember where she slept actually,0.298820108
but makes her do all the housework and clean and act act like a servant maid in the house,0.253858477
and Cinderella befriends all the animals,0.382034063
and the birds love her,0.374245256
and the all the animals love Cinderella,0.380236685
and the king wants the son to get married and has a ball,0.264428377
and everyone is invited,0.335294485
all the young women in in in the in the un country are invited to go,0.289657772
and the stepmother finds out that Cinderella was planning on going too,0.279382437
and they all destroy her dress,0.372318149
and and they say that they told her she couldnt go,0.296793222
I m in the movie they I know they lock her in the room,0.227932796
but her fairy godmother comes and makes her the most gorgeous gown and makes her look so beautiful and glass slippers,0.272683084
and she goes to the ball,0.306779534
and the prince falls in love with her,0.340196878
and but she hadta be back by the stroke of midnight,0.282477379
and as she realizes as the clock is that the tower clock is chiming that she hasta leave and get back before she turns back to her old rag rag clothes,0.209700733
and she loses her slipper on the way,0.278086245
and the prince finds it and sends his his countrymen well his his servants out to find out where she is who who wear m,0.243895382
and they finally find Cinderella,0.366535485
and they live happily ever after,0.380815953
I would take actually I would take two slices of bread,0.311571151
and I would put peanut butter on smear peanut butter on the one slice and jelly on the other the other half,0.255418301
and then put them together,0.488820225
and cut it in half,0.309419543
and serve it,0.445627958
well the illness would have the big one I guess would have been breast cancer,0.321773618
and I had that in two thousand and five,0.343910068
I had an ec lumpectomy in October,0.193413839
and then they didnt get it all,0.356321931
and I hadta have another one in in December,0.311213613
and they didnt get it all,0.342009783
and it was my last chance inorderto save my breast,0.254965007
I had I had one more in February of two thousand and six,0.245765597
and that one worked,0.470091224
that was that was good so,0.435973108
it I remember recuperating was a long process,0.327638388
I also had radiation,0.367285341
and it made me tired,0.308407009
but I worked I worked every day,0.351833194
I didnt miss any work,0.341204554
still came to work,0.426204056
