text,Lexical_Density
he no the woman walked the man walked with the other men that give them a little klpu,44.44444444444444
and the brand new little sipper,16.666666666666664
and so in this he and she the the other two were laughing,53.84615384615385
so the other one taught the new the older other lu,27.27272727272727
she gets one first,25.0
then shes,33.33333333333333
then she get a her,60.0
and she couldnt she couldnt put her clipper,50.0
she said,50.0
she gets another one,50.0
and allofasudden she just hard as that,42.857142857142854
she couldnt gripper s,40.0
she couldnt push and push and push and push,20.0
he says,50.0
and just as just as they walk down youknow the old man and the other man just as they almost ready to go because they say,30.76923076923077
and and and this this this I think the woman,50.0
no it wasnt her,60.0
some a little little little mice or something mice were grabbing her and and grabbing her,37.5
and he sit him,50.0
and hes great so so so hell see,11.11111111111111
and the as you run just about and you run back and hes turn and see,35.294117647058826
and the old man gives a little little nice little pvu,18.181818181818183
she get a little slipper,40.0
and she gives his slipper,40.0
and so she and so she puts her hands,33.33333333333333
and he and it just slipped right in right like nothing,45.45454545454545
just slipped it right it in,50.0
and so everybody,33.33333333333333
everybody loved her again,50.0
and she she loved her,60.0
and she was dancing,50.0
and allofasudden they were coming the boss,42.857142857142854
and because she she omen s,50.0
for for for and its for Cinder sndltrou,62.5
shes finally lnu,25.0
every single day I get a,50.0
thats all I got by myself now because I aint doing it,64.28571428571429
I get some en e some peanut butter and some some peanut butter and some jelly,37.5
we get a box,50.0
and we we open little little little things,25.0
theyre little oh little grapes no little things,22.22222222222222
we open it open it in,66.66666666666666
grab two,0.0
throw them down there,25.0
and we get some peanut butter,33.33333333333333
and we slop slop slop,20.0
and then we get some some peanut some grapes grapes,40.0
I I like the grapes but,50.0
you grapes and you slap it slap it slap it,50.0
only bigger two are bigger,20.0
and you slap them better,40.0
and you eat them,50.0
I wished I wished xxx to do,28.57142857142857
I wish my brain was quicker,50.0
oh yes,0.0
yes,0.0
well the first here comes a little girl,25.0
and she wanted tu,25.0
is actually she she was walking her tricycle,62.5
she was wdu,66.66666666666666
she stopped,50.0
and she wanted to a grab her cat,50.0
and she was talking for her dog or man,44.44444444444444
I was the man,75.0
and and she was did it,50.0
and so she she said,40.0
or the little girl says,20.0
so she,50.0
and she forgot his ladder,40.0
and so he stands s,20.0
and heres his dog,25.0
barking because hes the the dog is the dog is barking because hes laughing too,58.82352941176471
because he she couldnt make her,71.42857142857143
she couldnt make it better,50.0
because she forgot his ladder,60.0
so then here comes the fireman,16.666666666666664
two fireman people,0.0
they come with their ladder,60.0
theyll be able to theyll be able to walk up there,46.15384615384615
theres a fire,50.0
the new fireman,33.33333333333333
and then he and after they all is done here comes a little little girl or little e the tweet tweet tweeter tweeter thing,29.166666666666668
its a little little,50.0
after that was already done the little girl little thing was h bird the the birds,43.75
this is the birds,75.0
because theyre all done finally,66.66666666666666
okay,0.0
okay,0.0
www,0.0
yes maam I can try,40.0
okay,0.0
well in this morning this this is this old woman has two girls,46.15384615384615
in this morning the two of them,71.42857142857143
and the and this other woman was telling the other the other woman the younger woman,37.5
she was telling her to make ma,42.857142857142854
she was sposta clean and do everything,42.857142857142854
and and this is a new man,42.857142857142854
no,0.0
the the older other old man hes gotta he says,50.0
xxx thing thing,0.0
wants everything perfect now,25.0
and we got two baby and,16.666666666666664
or no,0.0
we got a boy and a girl,42.857142857142854
when hes one,50.0
so she was gonna try them first,37.5
because she little she get the little picture,50.0
everybody says,50.0
so they can dance,50.0
and theyll be able to see it is,55.55555555555556
so in this morning the the nice little woman nice little girl is staying,35.714285714285715
she was kinda a sitting sitting right there with the mice and little dog and little little horse horses place,25.0
and everybody is standing there,40.0
and she was she wished somebody to tell her to go,45.45454545454545
and after that xxx just in this morning she was standing znu,58.333333333333336
everybody was there,66.66666666666666
and the mices and du,20.0
and allofasudden she was saying,40.0
the ba bdbliu,33.33333333333333
here comes a older man thats a the the other other woman is a is a,52.94117647058824
hes gonna,50.0
this womans got a little,40.0
say,0.0
she said to miss maam,20.0
and she says,33.33333333333333
the this this woman this girl wanted a a woman because they they wanted to be married pretty soon,52.63157894736842
and so she so the woman says,42.857142857142854
here comes this little cattle,20.0
with and it was it was two four there were force,54.54545454545454
one two three four horses,0.0
and then this morning was a the theres a young man that opened the dopnu,50.0
he says,50.0
and so xxx,0.0
and and the the little mice and and those little mice were laughing,30.76923076923077
and so she open in there,16.666666666666664
and she run run away,40.0
and then allofasudden there was n,16.666666666666664
and shes so much perfect with this little the lu,36.36363636363637
he really like the man,40.0
they were dancing,66.66666666666666
and allofasudden she forgot,25.0
its sposta be about s,60.0
or yeah,0.0
its I think its six sixty,50.0
its almost almost amount to sixty,33.33333333333333
as soon as it goes the the the the the other woman its,61.53846153846154
but xxx soon as you come terrible you go down,30.0
because youre going down as soon as you come,60.0
and allofasudden she run,25.0
and allofasudden she she run,40.0
and she slipped,33.33333333333333
and she get get her she she run around,44.44444444444444
try try and running,0.0
and she slipped her thing,40.0
she slipped her nice little thing,33.33333333333333
and then they they everybody run away,42.857142857142854
and there she was was she was,71.42857142857143
and then she walked with the horses and the and the little mices,38.46153846153847
and everybody walked with her,60.0
and she said,33.33333333333333
and and this is man the other woman this older woman shes,38.46153846153847
so she clipped s,50.0
and he says,33.33333333333333
and she slammed it,50.0
clipper he didnt clipped it klopnu,42.857142857142854
so she went in it again,50.0
so she didnt want she want nobody in there,40.0
and now everybody was this this other man,50.0
he wanted to find her again,33.33333333333333
so he was running around,40.0
and he finds this,50.0
remember that old old womans two girls,14.285714285714285
they were they get the the they shes,77.77777777777779
so she hooked s,25.0
and they were almost,50.0
so they should be the perfect in there,62.5
she was small like this,80.0
she terrible,50.0
so she she heed s,40.0
she come back with another one,50.0
and she said,33.33333333333333
she she was almost smaller again,50.0
she couldnt make out,60.0
so she xxx,33.33333333333333
and then and the woman said,16.666666666666664
she says,50.0
and she said,33.33333333333333
and shes well she was almost ready to go,30.0
but the the old man that get the stuff,44.44444444444444
and she slipped her in t in her little nice little thing,41.66666666666667
he slipped,50.0
and and and it slipped on her place,37.5
and here here the man the two mice had already opened give them a tee,33.33333333333333
so he key,33.33333333333333
and he the man already kiktu,33.33333333333333
and the and then and he the the man slipped,40.0
and it all little little those little m key little thing,27.27272727272727
and and so she comes walking this morning after the the the the man the man the woman or no the good man that wanted to get get married anyway,43.333333333333336
and and and she she turned away,28.57142857142857
she was going back,50.0
and she turned,33.33333333333333
and she,50.0
theres a little little tee,33.33333333333333
it was stand right there,40.0
because this the woman kicked him,66.66666666666666
and and he fans,25.0
and then she was looking to her,57.14285714285714
and so she just grabbed her grabbed her hand,33.33333333333333
and she said,33.33333333333333
and she put it slipped slipped it right her woman,40.0
she she said,66.66666666666666
and thats what happened today because now shes perfect,36.36363636363637
www,0.0
yeah,0.0
oh oh those are the days,50.0
yes when I was fifty when I was fifty one and my wife and I was driving,52.94117647058824
she was driving but I was youknow I would drive half and she would drive half,56.25
we drive my place all all way down to my dads or,50.0
youknow he was getting he was getting hes got hes only got two times,50.0
he wanted to he he was he was wtu,77.77777777777779
you gotta have those,40.0
he my wifes no FirstnameS said he wanted to be four,45.45454545454545
when hes ready hes ready to get money,30.0
he wanted to go out where xxx when he was ready,54.54545454545454
so we was we drived,60.0
we walk way down to FirstnameS,33.33333333333333
and I was painting,50.0
my wife was cleaning,50.0
because my dad Shanes got a new place now,33.33333333333333
so she,50.0
and it was old,50.0
it was it was it was older youknow after,77.77777777777779
but in this morning we were painting stuff,50.0
and it was it was night,66.66666666666666
it was almost night,50.0
and in this morning I I tell youknow I was soon as I was laugh coming down I said to FirstnameS,57.14285714285714
I said,50.0
so well see you next time,16.666666666666664
and my wife drive to her place,42.857142857142854
because we got a nice little place,42.857142857142854
we got our money,50.0
we got a new place to stay,28.57142857142857
and and I and I was I so I so I,54.54545454545454
because I was sleeping,75.0
and my wife was sleeping,40.0
and usually if its its some its older or long time ago I turn it on,50.0
and I thought,33.33333333333333
and I youknow I didnt do anything,50.0
I turn it on,75.0
and I could see,50.0
and I I didnt feel good,42.857142857142854
so I I knew felt something right down my right right down myself,53.84615384615385
I just felt terrible,25.0
so I grabbed my wife,40.0
and in this morning I couldnt ask her,55.55555555555556
I couldnt talk with her,66.66666666666666
I h nothing,66.66666666666666
theres one thing Id say,14.285714285714285
I kept grabbing her,50.0
because I couldnt talk,60.0
and so she she first time she said,37.5
three more temzu,0.0
and the the next time I grabbed her and groping her in her face,50.0
and I said,33.33333333333333
youknow I didnt say that I said just said,40.0
and I felt about crying,40.0
and finally my wife remembers s,16.666666666666664
so she she grabbed a thing,50.0
and she said she talked the man,42.857142857142854
and then this morning they drive with her youknow,44.44444444444444
they there were youknow some of the people were xxx looking xxx,50.0
I I I walk with the the woman this this woman,72.72727272727273
and it was like three people there,28.57142857142857
my wife was there too,40.0
and and and they my wife asked this woman asking,30.0
did he something strew s,60.0
and my my wife talk to her,57.14285714285714
and and so the woman said,16.666666666666664
the three of them said something different,57.14285714285714
but in this morning the the this man says,55.55555555555556
so new so get new things to sit s,11.11111111111111
so if we get make sure he gets xxx youknow,30.0
if Im sure he wanted just the same little little stuff,33.33333333333333
this one,50.0
just be careful,33.33333333333333
Im just xxx leave it there,28.57142857142857
because youknow if he cant if hes terrible we gotta open xxx,46.666666666666664
and then this morning I was standing there because my wife kept youknow saying I I kept telling my wife,40.0
youknow I didnt say,40.0
I would just say,50.0
and the people wouldnt go with me because everybody was at place,61.53846153846154
at and this morning theres alotof people that got smashed in this morning,50.0
so alotof screwed people were coming outa the place,33.33333333333333
and youknow half of them are dead,42.857142857142854
so and I was so the the doctor said,44.44444444444444
nobody really xxx I did,40.0
and after that the man finally gets a h a little thing youknow a slope s,37.5
and then and and he and I sit,25.0
and then and he can see it,42.857142857142854
and the man and he doesnt talk anything with me,54.54545454545454
he just said,33.33333333333333
and then this morning,25.0
the the the the woman this man he go with me,72.72727272727273
youknow he help me,50.0
right,0.0
I said that felt terrible,40.0
and so she said so the man says,25.0
and I and I said,40.0
I just said,33.33333333333333
and he said,33.33333333333333
and this morning and I was almost I was klptu,50.0
I couldnt see myself like this,71.42857142857143
and I was covered with that,66.66666666666666
I couldnt hardly see,40.0
and it was scaring me so bad,42.857142857142854
so I just grabbed,25.0
I just I move with the place,57.14285714285714
and so finally they my xxx other man was just,30.0
and after that I did my stroke,57.14285714285714
and this morning now we take another one,37.5
but in this morning because they didnt do anything and and my head was my head was coming bigger,50.0
because I get enough,50.0
because I was doing something why but something that helped me bigger every day,64.28571428571429
and and finally a doctor comes in this morning and says,27.27272727272727
and and and it was because I oh I couldnt do nothing like this now,56.25
youknow after that he wouldnt talk or nothing,55.55555555555556
and and so the doctor,20.0
and this morning,33.33333333333333
and then then I was sitting there like this,44.44444444444444
and and nobody wanted to clip her open,25.0
they just wanna leave them clean themself,42.857142857142854
and and youknow after that my brain was get this this,54.54545454545454
youknow it was it was r so hurting,62.5
and now everybody thought I was gonna be dying,40.0
because everybody,100.0
FirstnameS was there,33.33333333333333
the the the three of them,83.33333333333334
and then FirstnameSa she she was cry,42.857142857142854
everybody was crying,66.66666666666666
so after FirstnameSa grabbed the doctor he said,37.5
the the the other doctors the he he talked the doctor three more days,50.0
he most grabbed,33.33333333333333
the the FirstnameSa said,50.0
and the remember remember the doctor said,28.57142857142857
so this this other doctor finds some things,37.5
youknow he got he got some th different things,33.33333333333333
he got one two or one two and then one here,9.090909090909092
and theyre theyre different stuff,28.57142857142857
its hard stuff,33.33333333333333
the little little pill little hard stuff,14.285714285714285
so you drip drip drip,20.0
and then and and the new stuff the doctors said its sposta be something,35.714285714285715
it it slows you down to to it it slows down every your brain,78.57142857142857
almost mo almost your brain is nothing,42.857142857142854
but it slows down to nothing,66.66666666666666
and then after after th after iviu,42.857142857142854
youknow once youre slowing slowing slowing dying youre dying but slow slow slow,33.33333333333333
and after that youll youll it it helps yourself,72.72727272727273
and Ill be darned because the last time,37.5
youknow my my wife was when FirstnameSa was there,55.55555555555556
and and and this morning,20.0
and and I didnt I didnt knew who I was or nothing,50.0
I didnt knew a darn thing,42.857142857142854
and this morning I just sleep myself,42.857142857142854
and the doctor comes quicker,20.0
and and he and he and he touched myself,44.44444444444444
and he said,33.33333333333333
youknow I was bigger,50.0
and this morning it was way big,42.857142857142854
Imean my brain my heart,40.0
and the doctor said this morning,33.33333333333333
and you you get your big clip your open up,50.0
and and and clink,0.0
and and just let let all the water dtsu,22.22222222222222
and nobody wanted to do that,33.33333333333333
so b thats why FirstnameSa said,28.57142857142857
youknow my wife andFirstnameS,25.0
those xxx those xxx them said,50.0
and FirstnameSa said the same,20.0
so the doctor finally got some heavy heavy stuff,22.22222222222222
and it almost almost died myself,33.33333333333333
but the doctor get the hard stuff as long as you stand there,30.76923076923077
and allofasudden bifrnu,0.0
and now allofasudden easy easy easy easy easy easy,0.0
and after the I open myself,66.66666666666666
and after that couple days my wife would,50.0
and it was hard hard day,33.33333333333333
after that youknow I really dont know why but after that she finally did that,56.25
and she du,33.33333333333333
youknow pretty soon he could talk,33.33333333333333
and I could just I could just s I could say youknow,58.333333333333336
and so after that she said,50.0
but he talked with Sabrina or mom in this morning,40.0
half of them,66.66666666666666
because they did so much stuff,33.33333333333333
and it and it it xxx your water s,44.44444444444444
its sposta all with this one,66.66666666666666
all the way back in this one,57.14285714285714
and after the the doctor get,50.0
the first thing he seen,40.0
youknow he helped myself,50.0
he knew something,66.66666666666666
he said,50.0
something was wrong with us,80.0
this one this one water s,33.33333333333333
I really I dont know exactly for sure,44.44444444444444
my wife says my water s,33.33333333333333
and that was on perfect,60.0
and after they quit doing this,50.0
they sposta clean me,50.0
so every day this one,40.0
and they didnt see this,50.0
so I sttu,33.33333333333333
and that what ruined that ruined my brain,50.0
because thats why you go me every single day now,54.54545454545454
because youknow thats those those the first time my mom or FirstnameSa or mom FirstnameSa mom FirstnameSa and FirstnameS said,28.57142857142857
the rest of them,75.0
I think they know the real thing,42.857142857142854
but they know this is what happened,57.14285714285714
and the doctor forgot to do that,28.57142857142857
they forgot to do this,40.0
they were doing little things like this,57.14285714285714
and my wife said,25.0
and you clean clean some new stuff as long as you be the same,35.714285714285715
but in this morning those my my right here,55.55555555555556
thats why when I stop do that I couldnt couldnt,61.53846153846154
three or four days,0.0
and thats why thats why it dead,55.55555555555556
mhm,0.0
its that,100.0
I cant say,50.0
its well well,33.33333333333333
I cant,66.66666666666666
no,0.0
yeah,0.0
yeah,0.0
yeah,0.0
yes,0.0
,0.0
oh yes,0.0
no no,0.0
its,100.0
yes,0.0
yes,0.0
yeah,0.0
n n n n no,0.0
its I cant,75.0
I cant,66.66666666666666
I was happy,66.66666666666666
and and,0.0
,0.0
daily life,0.0
w I was happy,50.0
yes,0.0
wow,0.0
I was very happy,50.0
yeah,0.0
,0.0
Russia Russia,0.0
three times,0.0
and yeah,0.0
one,0.0
football,0.0
yeah football,0.0
I cant,66.66666666666666
two,0.0
three,0.0
ah I cant,50.0
crashing in d,33.33333333333333
three football is raking,25.0
and,0.0
I cant,66.66666666666666
four,0.0
I cant,66.66666666666666
I cant say,50.0
three,0.0
w I cant d,40.0
I cant s decide,60.0
three and four,0.0
I cant,66.66666666666666
I cant say,50.0
,0.0
,0.0
I k,50.0
one two I cant decide,33.33333333333333
I k,50.0
br a brlu,33.33333333333333
two,0.0
no,0.0
three,0.0
rain,0.0
excuse me,50.0
wet,0.0
yah,0.0
yah,0.0
you,100.0
I k I cant say,50.0
you r,50.0
I cant say,50.0
you,100.0
cat,0.0
and this adder p,25.0
I cant say,50.0
I cant say,50.0
yah yah,0.0
yeah,0.0
fireman,0.0
fire bus was yeah,25.0
dog was barking,33.33333333333333
and the ladder was bringing a,50.0
yeah,0.0
tricycle was,50.0
I I I I,100.0
cat was bringing limb,25.0
aw Cinderella,0.0
yup,0.0
okay,0.0
yeah,0.0
www,0.0
I cant remember the,60.0
I dont remember,50.0
Cinderella,0.0
I I,100.0
ugh yah,0.0
I I,100.0
one two,0.0
twelve oclock,0.0
shoe shoe,0.0
and Cinderella was was making a shoe,42.857142857142854
and Cinderella and prince will happily married,14.285714285714285
peanut butter and jelly sandwich,0.0
and jelly,0.0
and w,0.0
okay,0.0
www,0.0
okay,0.0
ugh,0.0
okay,0.0
well,0.0
yes,0.0
,0.0
what,100.0
yeah,0.0
yes in,50.0
in I cant,75.0
in I cant I,80.0
yes,0.0
mhm,0.0
,0.0
oh,0.0
no,0.0
yes,0.0
Pl Vl Sl,0.0
Vl Vl Sl symphony,0.0
and I was,66.66666666666666
no one,50.0
I I cant,75.0
two,0.0
she she,100.0
I k I cant say,50.0
he w,50.0
I I yes,66.66666666666666
she she was four,75.0
oh I cant say,40.0
she was four times the,60.0
I I cant say,60.0
she was four times the,60.0
I cant say,50.0
yeah okay,0.0
,0.0
well,0.0
I was talking,66.66666666666666
,0.0
talking talking talking,0.0
and this whole,33.33333333333333
yeah,0.0
talking talking talking,0.0
and yeah,0.0
yes,0.0
okay,0.0
yeah happy,0.0
tricycle,0.0
and,0.0
sad sad sad,0.0
,0.0
and got married there,25.0
no,0.0
boy kicks a football,25.0
the football crashes into a window,50.0
the window broke and his father was p rs,33.33333333333333
father was football,33.33333333333333
and the football was passing the,50.0
I dont know,50.0
hand,0.0
,0.0
soccer,0.0
mother was happy to,25.0
brlu,0.0
little boy was no,50.0
little boy rzu,0.0
he was raining ring,50.0
and the little boy was mad,33.33333333333333
the rb the umbrella was happy,50.0
yup,0.0
,0.0
she was working on cat,60.0
and the husband was sitting up the tree,50.0
the dog was barking,50.0
and the fireman was bringing a ladder,42.857142857142854
to get Mister,0.0
get Mister man to come down,16.666666666666664
,0.0
no,0.0
yeah,0.0
oh,0.0
she was happy and sad,40.0
she was,100.0
Mister Missus yeah,0.0
ohman,0.0
I,100.0
she was happy and sad,40.0
and she read a book that,50.0
and she was,66.66666666666666
key,0.0
and two mice,0.0
she was,100.0
she,100.0
dress white ture,0.0
and she was in in,60.0
she was happy,66.66666666666666
but she was,66.66666666666666
and left a shoe,25.0
and she was she was happy,66.66666666666666
she was happy,66.66666666666666
and she was happy and the prince,42.857142857142854
two,0.0
fold it,50.0
and eat it,33.33333333333333
bread raspberry,0.0
wow,0.0
Smuckers,0.0
well I dont know,40.0
its not not,33.33333333333333
okay,0.0
its not,50.0
I cant say it,60.0
its not,50.0
yeah yeah yeah okay,0.0
yeah,0.0
okay,0.0
I dont know,50.0
its not,50.0
yeah,0.0
oh yeah yeah,0.0
tuldku,0.0
phewo I cant,50.0
yes,0.0
no no no no,0.0
no no its,33.33333333333333
yes and to CooleyDick was yeah,33.33333333333333
yeah,0.0
yeah,0.0
yeah,0.0
its,100.0
oh yeah,0.0
its,100.0
I dont I I dont know,50.0
its I I I I dont know,75.0
music,0.0
tadah umbs,0.0
cornet and s,0.0
its s,50.0
and,0.0
yes,0.0
I cant say it,60.0
dadadadab dadab,0.0
yes yes,0.0
years,0.0
in the orchestra,66.66666666666666
and music is,33.33333333333333
I cant home and,40.0
yeah yeah yeah,0.0
yeah,0.0
yes,0.0
yeah yeah yeah okay,0.0
and a BM and MM last year was Michigan,22.22222222222222
yeah,0.0
and nunvsu,0.0
no no,0.0
I cant say,50.0
I cant say,50.0
in,100.0
ah yeah,0.0
okay,0.0
oh,0.0
the young man was e kiku,33.33333333333333
the football,50.0
and the old man was happening to check checked,22.22222222222222
the young man was happy to catch it,37.5
and the young man was asking,33.33333333333333
the young boy was refusing,40.0
the young boy rzu,25.0
yeah,0.0
the young boy was asking for an umbrella,50.0
and there really was funny,40.0
the young boy,33.33333333333333
the young boy he climbing the tree to catch the young cat,33.33333333333333
the fire department was reading was bringing a ladder,44.44444444444444
the dog was barking,50.0
okay,0.0
yeah,0.0
oh yeah,0.0
okay,0.0
www,0.0
oh,0.0
Cinderella was making a,50.0
I dont understand,50.0
making a,50.0
I I,100.0
I know but I cant,50.0
Cinderella was making a,50.0
I dont,33.33333333333333
she was making a,75.0
I cant say,50.0
making a castle,33.33333333333333
and the castle was,50.0
I cant say,50.0
I I,100.0
shoes,0.0
shoes and prince,0.0
and they were prince and Cinderella were making a,44.44444444444444
peanut butter and jelly sandwich,0.0
and bread,0.0
and eat,0.0
okay,0.0
yeah,0.0
ohno,0.0
a little girl was happy to see the cat,33.33333333333333
the young man was trmu,40.0
the fireman was bringing a ladder,50.0
dog was barking,33.33333333333333
xxx,0.0
the fire truck was the fire truck was,50.0
I cant say,50.0
okay,0.0
yeah,0.0
oh the,50.0
no,0.0
two slices of bread with peanut butter in it,44.44444444444444
yeah,0.0
wonderful,0.0
I was wonderful,66.66666666666666
yeah,0.0
uhhuh,0.0
the young,50.0
www,0.0
Cinderella was making a was making a,57.14285714285714
I dont understand,50.0
well I cant,50.0
making a,50.0
I cant,66.66666666666666
I cant I cant I,71.42857142857143
no,0.0
yes,0.0
I I I cant,80.0
bread,0.0
peanut butter and jelly,0.0
yeah,0.0
wow,0.0
six months,0.0
wow,0.0
okay,0.0
umbs,0.0
yeah yeah yeah,0.0
Bplus and Aminus umbs,0.0
yeah its,50.0
yeah,0.0
I I dont know,60.0
yeah I know but I,40.0
yeah,0.0
bowl no boy kicks the ball,33.33333333333333
the ball was in the window,66.66666666666666
the ball was in the window man,57.14285714285714
the ball was in the window man,57.14285714285714
I I I,100.0
yeah,0.0
ohman,0.0
woman was making s,50.0
and the boy was,50.0
the boy was making s,60.0
woman no,0.0
the boy was raining,50.0
and the boy was raining,40.0
and the ohman man man woman was raining this yeah,30.0
the boy boy was raining,40.0
and the boy was raining umbrella,33.33333333333333
this yeah yeah,33.33333333333333
oh,0.0
the young lady was reaching up to get a cat,40.0
the man was reaching over,60.0
the dru,50.0
the fire department was bringing later,33.33333333333333
okay,0.0
ohmygod,0.0
okay,0.0
www,0.0
Cinderella was making a,50.0
Cinderella was making a,50.0
I cant say,50.0
okay,0.0
Cinderella was,50.0
ohman,0.0
Cinderella was making a,50.0
I cant say,50.0
castle,0.0
making a castle,33.33333333333333
and red pink,0.0
was making the,66.66666666666666
yeah,0.0
sisters was,50.0
Cinderella was making a white,40.0
yeah,0.0
and sndu,0.0
five minutes to twelve she was racing a,37.5
yeah,0.0
and Cinderella was shoe,25.0
and the shoe was Cinderella was making s,50.0
and the shoe was,50.0
Cinderella prince and Cinderella was,20.0
Cinderella is Cinderella was making,40.0
n prince and Cinderella was,20.0
I I I,100.0
yeah,0.0
bread,0.0
peanut butter,0.0
and jelly,0.0
yes,0.0
bread,0.0
bintu,0.0
yeah,0.0
okay,0.0
oh,0.0
I was in bed,75.0
and I slipped out,50.0
yeah,0.0
Liz was next door neighbor was fire,28.57142857142857
I cant say,50.0
fire,0.0
and he came and get me up,42.857142857142854
and then,0.0
okay,0.0
xxx I cant say,40.0
he gave me he gave me up,71.42857142857143
and I was,66.66666666666666
I cant say,50.0
fire department,0.0
no,0.0
yes,0.0
came and got me up,40.0
and and then mazdu,0.0
and they did I dont know what,62.5
and then Northampton and Springfield,0.0
and there,0.0
yeah,0.0
oh yeah,0.0
yeah good yeah,0.0
police,0.0
yeah,0.0
the cat was the cat was sitting on a branch,60.0
and the young girl was catching it,42.857142857142854
the young man was branching s,50.0
and he was getting the,60.0
cat was cat was dropping,40.0
the dog was barking up the tree,57.14285714285714
the fireman was bringing a ladder to catch the h eh cat on the tree,40.0
and he yes he was there there was pushing the young man down,53.84615384615385
ohman,0.0
just look at the pictures,40.0
I know,50.0
yeah,0.0
alright,0.0
www,0.0
Cinderella was moving was,50.0
Cinderella was sweeping,33.33333333333333
and the young the old man umb,28.57142857142857
he was making a noise with him,71.42857142857143
and the paper s,25.0
the young no the older man in to,37.5
the younger one no the the the older man was reading,45.45454545454545
and the young man was,40.0
well thats yeah,25.0
the young man was the young person was,50.0
I I I cant,80.0
the young man was listing s,33.33333333333333
the young man the older person was yeah,37.5
she was locked in the cellar,66.66666666666666
and the young tiny,25.0
she was making a dress,60.0
pink,0.0
and she was listening,50.0
strip,0.0
she was,100.0
I cant say,50.0
she was making a female s,50.0
she was making a female s,50.0
and she was pink no white color,42.857142857142854
she was dancing with the young prince,57.14285714285714
and she was two minutes to twelve,28.57142857142857
and she ran home,25.0
and she was dropping a shoe,50.0
and she was misting,50.0
the young prince was determined to find the young I cant say it young person,37.5
and she was really she she was happy to found shoe,45.45454545454545
and she was Cinderella was happy to prince,37.5
and they were married,50.0
terrible,0.0
I dont find the words,50.0
now I I I might find them tomorrow,62.5
I found them yesterday,50.0
but I dont have them now,42.857142857142854
oh yeah,0.0
something was wrong with me,80.0
I called a friend and people from the fire department came,36.36363636363637
that was it,100.0
I my as therapy for my legs,71.42857142857143
oh they do but I I eat and drive and things like that,38.46153846153847
I cant write,50.0
I try to the something with my speech,75.0
and I got I had a wonderful person from Umass,40.0
and she retired alas,25.0
and I tried to some of the things that she tried to me,69.23076923076923
I I tried,66.66666666666666
and someone who we her other person another person,55.55555555555556
it was terrible,66.66666666666666
she kept saying like doing like abck,28.57142857142857
Id Id done all that,28.57142857142857
I was doing other I was doing other things,44.44444444444444
I think Im gonna hafta go and talk to someone else,38.46153846153847
maybe that one retired youknow,20.0
well,0.0
oh sure,0.0
yeah well I saw my grandson,33.33333333333333
he was six months old,40.0
he lived in Thailand,50.0
yes,0.0
his am his mother is Thai,50.0
and now the they all live in NewMexico,50.0
and hes a hes a wonderful hes a wonderful guy,46.15384615384615
I around I cook,75.0
I didnt now I I need a cane,44.44444444444444
but and I was wonderful there,33.33333333333333
and and she,33.33333333333333
so Imean this is she,60.0
yes,0.0
oh,0.0
well Zach is its a soccer ball I think,44.44444444444444
yeah,0.0
and he main he kicks it up,57.14285714285714
it through,100.0
he isnt,66.66666666666666
he may or he may not what what FirstnameZ is doing,63.63636363636363
but well my goodness my heres a soccer ball,22.22222222222222
and he looked out and he said,42.857142857142854
yeah wait wait wait a minute,16.666666666666664
he doesnt have,50.0
oh I see,33.33333333333333
the mother says,33.33333333333333
and says to her son,40.0
and the pu,33.33333333333333
so she,50.0
ma she doesnt well he goes out with the umbrella but she is not happy,43.75
he could he could have said,83.33333333333334
well he got the umbrella,40.0
www,0.0
well this man,33.33333333333333
why his ladder,66.66666666666666
why hes up there I dont know,44.44444444444444
I know why,66.66666666666666
he came up here for to find the cat,44.44444444444444
and the boy,33.33333333333333
milwlu,0.0
his the dog,66.66666666666666
now the firemen,33.33333333333333
and this,50.0
she,100.0
I I dont know,60.0
will she will he come nu,66.66666666666666
I suppose,50.0
,0.0
thats it,66.66666666666666
yeah I suppose,33.33333333333333
www,0.0
well I dont think the pictures are tell the story that I knew,50.0
here was an an a maid in a house,66.66666666666666
and she shes that she is she is the maid also to through about girls her age except that theyre shes not,60.0
no the girls are theyre not pretty,37.5
and she knows that theyre going to a a beautiful dance,58.333333333333336
and mice come and say,0.0
now how does,33.33333333333333
I dont remember what,60.0
anyhow the mice turn into horses,33.33333333333333
and they they get a beautiful gown,42.857142857142854
they get her a beautiful coach,50.0
and she goes to the ball,50.0
when its time its midnight she goes home,50.0
she her coach and horses they vanish,42.857142857142854
however she has her her one of her legs,55.55555555555556
and she doesnt really know about that except that the purse,58.333333333333336
comes to their house and the sisters that she waits on they dont,57.14285714285714
but her choose,33.33333333333333
thats it,66.66666666666666
www,0.0
xxx lets see,0.0
what kind of bread,50.0
somewhat nice nice bread,0.0
peanut butter we have with some with peanuts in it,60.0
thats very nice,25.0
and I like plktu,25.0
so I put the peanut butter on two slices,33.33333333333333
and ptkatu,0.0
and a a half of I would take a knife and put,50.0
no,0.0
yeah,0.0
that was the whole thing,60.0
www,0.0
terrible,0.0
I dont remember the words that I need,55.55555555555556
what,100.0
write like this,66.66666666666666
no,0.0
yes,0.0
no,0.0
yeah,0.0
about five years ago,25.0
I dont know,50.0
I didnt feel right,40.0
I called my friend and he,50.0
and that was it,75.0
I went to the hospital,60.0
I went to the the HealthSouth,66.66666666666666
they were wonderful,66.66666666666666
